X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105
11308.59375,11735.2537722908,0.0539204608,0.370787172011662,9.21562734785875,9.05817023213473,196.963158966009,365.623268698061,407.448015122873,94349.5838287753,0.243850156087409,0.594740686632579,7.49077929803688,125.175770686858,374.961521050249,983.253826984692,0.761149095087619,3.05116904058049,7.59010915571397,4.70926403491371,7.19271908425596,0.330331677615767,1.64122804470896,28.5466481504861,141.496439579126,7.80648955984707,105.614101234801,481.767839986025,18.2600791179194,40.4678518286475,5.01225122450245,4.25764232853563,3.20835420107624,2.87872263340407,14.5054727264538,1.08431209157493,0.289975252545742,9.45374684783018,90.3327476782961,8.35755287513783,77.3271121375737,7538.97622172705,6.63116142649598,3248.31807565304,6130.71194825942,12.0633064821595,5.0736820826127,2136.64662470591,8.53340837198471,3.90455559581244,7.33856213965997,36.005847236568,171.377558926327,33.6667671941715,132.069524141168,49.0141537393919,9.33339782479512,93.1801037567571,229.975628510733,34344.0432618635,137.75075228808,0.837590653356475,0.422580610934864,0.291099140827742,0.00113309312129347,20.0097523111982,958.549848942598,1.88427299703264,18.2881844380403,181.845272206304,0.000898526912181303,443.844011142061,0.0865122615803815,170.27345844504,16.7609498680739,0.0829399477806789,0.558971,0.97681,0.0830162,0.021197,0.828099,65.4635,159.362,0.741594,2.79346,4.07999,58.7825,0.837723,0.999881,0.999993,379.461,0.999998,1,1,1,1,1,0.999858,0.999951,3.35952,0.989187,0.990419,0.999845,0.990401,0.994102,0.873609,0.99942,17.9,14.2329,0.999998,0.999997,0.339648,0.651093,0.0686615,0.295809,0.456936,7.34861,12.0818,0.495487,0.978697,1.28975,9.7219,0.598986,0.999392,0.999803,4.96442,0.999879,1,1,1,0.999994,0.999802,0.993844,0.999287,0.710702,0.83747,0.859962,0.990313,0.918811,0.950533,0.634301,0.9928,3.06049,2.65019,0.999239,0.999677,0.990643,0.430225,0.973584,0.757429,0.757383,0.952937,0.94362,0.983934,0.975168,0.975176,0.657803,0.994884,0.0399135,0.0199168,0.00190384,0.0160811,7.99543e-19,1.20893e-08,3.06949e-06,4.20624e-05,0.000759332,0.0160365,0.0151381,0.0623226,0.62629,0.694997,0.637759,0.608805,0.488858,0.95913,0.162721,0.934447,0.930223,0.301689,0.104713
7808.59375,3957.47599451303,0.0739202608,0.512215743440233,9.7610818933133,10.588939462904,214.316100142479,391.675900277008,428.317580340265,97763.3769322235,0.275785639958377,0.620416362308254,7.72248661511005,129.826933477555,385.493435943866,22.0932716269135,0.794708417121517,3.29543133566246,7.72443751392292,4.84870065463202,7.45984237192719,0.454382310527159,1.66520394832341,29.0972099482389,146.547985970879,8.29163807469856,115.031576962956,486.347279238361,18.4343910445249,40.9014801472316,5.09020398040796,4.3332148476196,3.28061697479887,2.9499456549868,15.1631908472591,1.14987500548222,0.353032577386507,9.5144830441492,90.9016099537452,8.41420027398176,77.8801847632721,7593.67235432374,6.68299388722897,3273.70667668931,6180.96575536602,12.1612964319083,5.12060151389232,2158.84393412295,8.61710881251334,3.94778703686047,7.4235406804325,36.4033367763169,173.36926017114,34.0253329312233,133.937228421324,49.736587199468,9.5174126946836,94.9882218379379,233.224725983657,35020.1998454933,141.213649814581,0.871652086803574,0.454828167938121,0.322931938255394,0.0012912400861497,23.1012349610405,961.510574018127,1.89005934718101,18.3452449567723,182.412607449857,0.000901345609065156,445.181058495822,0.0867820163487738,170.804289544236,16.8131926121372,0.0831984334203656,0.827505,0.987704,0.179767,0.347497,0.88965,55.246,191.174,0.996871,98.0858,0.936602,56.2831,0.992967,0.999833,0.999986,325.998,0.999994,1,1,1,1,1,0.999884,0.999951,2.64479,0.989201,0.990554,0.999804,0.990842,0.993905,0.865591,0.999418,17.9418,14.2665,0.999997,0.999996,0.608846,0.760768,0.114505,0.0155598,0.582342,6.68899,13.3498,0.947628,9.14569,0.743374,9.51801,0.917676,0.996066,0.996678,5.07058,0.997237,1,1,1,0.999994,0.999814,0.994943,0.999291,0.706153,0.837565,0.860949,0.988599,0.921137,0.947641,0.622767,0.992414,3.06497,2.6542,0.999061,0.999605,0.939066,0.402783,0.972916,0.729702,0.729619,0.954343,0.94661,0.927171,0.980625,0.98061,0.660658,0.98072,0.212014,0.287842,0.00360573,0.284697,3.41156e-18,1.20296e-08,3.05094e-06,4.17948e-05,0.000754784,0.0110482,0.015065,0.0734454,0.626306,0.695309,0.66398,0.606256,0.508185,0.959414,0.173158,0.934444,0.93022,0.34149,0.127868
14808.59375,8624.1426611797,0.0939200608,0.653644314868805,4.35612321562735,12.1197086936732,231.66904131895,417.728531855956,449.187145557656,2294.887039239,0.307721123829344,0.64609203798393,7.95419393218322,134.478096268253,396.025350837483,40.5838376646493,0.828267739155415,3.53969363074442,7.85876587213188,4.98813727435033,7.72696565959842,0.578432943438552,1.68917985193787,29.6477717459917,151.599532362631,8.77678658955004,124.449052691111,490.926718490698,18.6087029711304,41.3351084658156,5.16815673631347,4.40878736670357,3.3528797485215,3.02116867656954,15.8209089680645,1.2154379193895,0.416089902227271,9.57521924046821,91.4704722291943,8.47084767282569,78.4332573889704,7648.36848692042,6.73482634796195,3299.09527772558,6231.21956247262,12.259286381657,5.16752094517194,2181.04124353999,8.70080925304198,3.99101847790851,7.50851922120503,36.8008263160659,175.360961415954,34.3838986682751,135.804932701479,50.459020659544,9.70142756457208,96.7963399191187,236.473823456581,35696.3564291232,144.676547341083,0.905713520250673,0.487075724941379,0.354764735683047,0.00144938705100593,26.1927176108828,964.471299093656,1.89584569732938,18.4023054755043,182.97994269341,0.000904164305949009,446.518105849582,0.0870517711171662,171.335120643432,16.8654353562005,0.0834569190600522,0.739126,0.853517,0.362583,4.0486,0.174467,0.937157,0.0624134,0.326411,17.5525,0.96204,16.6627,0.961012,0.999946,0.999997,839.413,0.999998,1,1,1,1,1,0.999902,0.999951,10.257,0.989214,0.990761,0.999877,0.991275,0.993683,0.806829,0.999406,18.0194,14.3293,0.999996,0.999996,0.498366,0.137466,0.181965,1.93698,0.187683,0.790234,0.231844,0.186522,3.29446,0.805764,4.94339,0.804395,0.999656,0.999912,9.07112,0.999947,1,1,1,0.999994,0.999824,0.99571,0.999296,0.57263,0.837663,0.862476,0.990563,0.923558,0.944723,0.546778,0.991188,3.0731,2.66155,0.998699,0.999457,0.978419,0.418777,0.971544,0.754725,0.754674,0.82218,0.756825,0.987263,0.968153,0.96807,0.702937,0.988532,0.0330548,0.0148621,0.00156185,0.00795914,7.84062e-19,1.19716e-08,3.03265e-06,4.15308e-05,0.000749998,0.00916256,0.0150797,0.0521415,0.626353,0.695582,0.699152,0.602641,0.526274,0.961485,0.204438,0.934404,0.93018,0.419418,0.174684
1136.71875,13290.8093278464,0.0179208208,0.795072886297376,4.90157776108189,13.6504779244424,249.02198249542,443.781163434903,470.056710775047,5708.68014268728,0.339656607700312,0.671767713659606,8.1859012492564,139.129259058951,406.5572657311,59.0744037023852,0.861827061189313,3.78395592582639,7.99309423034083,5.12757389406864,7.99408894726966,0.702483576349944,1.71315575555233,30.1983335437445,156.651078754384,9.26193510440153,133.866528419267,495.506157743034,18.7830148977359,41.7687367843997,5.24610949221898,4.48435988578754,3.42514252224413,3.09239169815227,16.4786270888699,1.28100083329679,0.479147227068035,9.63595543678723,92.0393345046434,8.52749507166962,78.9863300146687,7703.06461951711,6.78665880869494,3324.48387876185,6281.47336957922,12.3572763314058,5.21444037645156,2203.23855295703,8.78450969357061,4.03424991895654,7.59349776197756,37.1983158558148,177.352662660767,34.7424644053269,137.672636981635,51.1814541196201,9.88544243446055,98.6044580002996,239.722920929505,36372.5130127531,148.139444867585,0.939774953697772,0.519323281944636,0.3865975331107,0.00160753401586216,29.2842002607251,967.432024169184,1.90163204747774,18.4593659942363,183.547277936963,0.000906983002832861,447.855153203343,0.0873215258855586,171.865951742627,16.9176781002638,0.0837154046997389,0.653504,0.996146,0.283103,0.678711,0.949021,0.830626,1.14022,0.558568,24.8915,0.893524,50.5897,0.974754,0.988455,0.598442,48.6917,0.758049,0.968177,1,1,1,1,0.999915,0.999951,0.0213807,0.989226,0.931278,0.995604,0.975124,0.993432,0.883998,0.999411,18.0972,14.3919,0.999996,0.999996,0.436571,0.863339,0.163006,0.282852,0.714324,0.591679,0.44736,0.336718,4.16648,0.668689,9.02272,0.841904,0.91478,0.452762,7.27792,0.246347,0.575526,0.999931,0.999934,0.999926,0.999732,0.996192,0.999297,0.558515,0.837762,0.723066,0.946336,0.867215,0.941745,0.65916,0.992361,3.08125,2.66886,0.998875,0.999529,0.955095,0.422413,0.973665,0.74131,0.741243,0.948375,0.92252,0.99324,0.980509,0.980503,0.666511,0.993416,0.559653,0.222076,0.0227629,0.178653,2.39656e-08,4.04683e-10,2.25755e-07,9.50813e-06,0.000693003,0.00847934,0.0151281,0.235751,0.626394,0.437162,0.638463,0.620503,0.543364,0.931429,0.174907,0.934364,0.930139,0.359981,0.151407
8136.71875,5513.03155006859,0.0379206208,0.936501457725948,5.44703230653644,15.1812471552117,266.374923671891,469.83379501385,490.926275992439,9122.47324613555,0.37159209157128,0.697443389335281,8.41760856632957,143.780421849648,417.089180624717,77.564969740121,0.895386383223212,4.02821822090836,8.12742258854979,5.26701051378695,8.26121223494089,0.826534209261336,1.73713165916679,30.7488953414973,161.702625146137,9.74708361925301,143.284004147422,10.1283954930562,18.9573268243414,42.2023651029838,5.3240622481245,4.55993240487151,3.49740529596675,3.163614719735,17.1363452096752,1.34656374720407,0.5422045519088,9.69669163310625,92.6081967800925,8.58414247051355,79.539402640367,7757.76075211379,6.83849126942792,3349.87247979812,6331.72717668582,12.4552662811545,5.26135980773118,2225.43586237407,8.86821013409925,4.07748136000458,7.6784763027501,37.5958053955638,179.34436390558,35.1010301423787,139.540341261791,51.9038875796961,10.069457304349,100.41257608148,242.972018402429,37048.669596383,151.602342394087,0.973836387144871,0.551570838947893,0.418430330538353,0.00176568098071839,32.3756829105673,970.392749244713,1.90741839762611,18.5164265129683,184.114613180516,0.000909801699716714,449.192200557103,0.087591280653951,172.396782841823,16.9699208443272,0.0839738903394256,0.277403,0.972812,0.0571533,0.917466,0.703946,0.972812,0.665339,0.862072,0.663915,0.988776,0.996924,0.984026,0.196315,110.104,1709820,6069.56,22.1711,14.9085,28.4686,50.8139,199.408,616.418,0.861884,32936.1,4.26445,180.684,0.23452,54.7531,0.992188,0.183143,0.999156,18.1727,14.4566,0.999965,0.999992,0.156738,0.623286,0.00325219,0.810666,0.288496,0.957822,0.856673,0.356029,0.609842,0.967953,0.979964,0.937293,0.0255399,15.5631,6081.3,144.824,4.15359,2.0237,2.09306,2.60455,6.1349,13.3164,0.298128,213.191,0.285972,17.4847,0.306893,7.28948,0.929839,0.122682,0.978108,3.08916,2.67641,0.994622,0.997798,0.986799,0.4148,0.972132,0.744127,0.744081,0.302295,0.263872,0.989382,0.32858,0.328534,0.0988916,0.502885,0.783619,0.523234,0.214776,0.513115,2.21237e-07,4.61129e-09,9.94933e-07,1.15469e-05,0.000229596,0.0157942,0.0152248,0.82256,0.0527649,0.662291,0.686003,0.812319,0.558151,0.966561,0.425639,0.934331,0.930098,0.558019,0.474543
4636.71875,10179.6982167353,0.0579204208,0.108134110787172,5.99248685199098,16.7120163859809,283.727864848361,495.886426592798,32.703213610586,12536.2663495838,0.403527575442248,0.723119065010957,8.64931588340274,148.431584640346,427.621095518334,96.0555357778569,0.92894570525711,4.27248051599033,8.26175094675874,5.40644713350526,8.52833552261212,0.950584842172729,1.76110756278125,31.2994571392501,166.754171537889,10.2322321341045,152.701479875577,14.7078347453926,19.1316387509469,42.6359934215679,5.40201500403001,4.63550492395548,3.56966806968938,3.23483774131774,17.7940633304806,1.41212666111136,0.605261876749564,9.75742782942527,93.1770590555416,8.64078986935748,80.0924752660653,7812.45688471048,6.89032373016091,3375.26108083439,6381.98098379242,12.5532562309033,5.3082792390108,2247.63317179111,8.95191057462788,4.12071280105261,7.76345484352263,37.9932949353128,181.336065150393,35.4595958794305,141.408045541946,52.6263210397722,10.2534721742375,102.220694162661,246.221115875354,37724.8261800129,155.065239920588,1.00789782059197,0.583818395951151,0.450263127966005,0.00192382794557462,35.4671655604096,973.353474320242,1.91320474777448,18.5734870317003,184.681948424069,0.000912620396600567,450.529247910863,0.0878610354223433,172.927613941019,17.0221635883905,0.0842323759791123,0.83991,0.985108,0.71458,50.1347,0.968547,0.515631,4.07179,0.624814,24.5571,0.748847,49.0667,0.975842,0.999947,0.999997,3223.84,0.999995,1,1,1,1,1,0.999933,0.999952,48.3238,0.989253,0.991198,0.999886,0.992316,0.992943,0.573667,0.999352,18.252,14.5181,0.999991,0.999995,0.638371,0.752092,0.466024,8.28563,0.769695,0.285046,1.3332,0.386149,4.14964,0.489508,8.89634,0.845184,0.999897,0.999972,20.7913,0.999851,1,1,1,0.999995,0.999848,0.997051,0.999309,0.178886,0.837953,0.86577,0.990831,0.929426,0.935963,0.324958,0.987001,3.09742,2.68357,0.997122,0.998815,0.902023,0.383523,0.950446,0.754539,0.754483,0.970052,0.956956,0.996133,0.981528,0.981537,0.66994,0.994771,0.00999403,0.00240597,0.000279393,0.010414,8.24354e-19,1.18009e-08,2.97928e-06,4.07611e-05,0.00073465,0.00808918,0.0151902,0.0404242,0.626486,0.69602,0.705204,0.594473,0.574861,0.964422,0.302232,0.934288,0.93006,0.592513,0.347735
11636.71875,14846.3648834019,0.0779202208,0.249562682215743,6.53794139744553,18.2427856167501,7.10156727050682,28.3102493074792,53.5727788279773,15950.0594530321,0.435463059313215,0.748794740686633,8.88102320047591,153.082747431044,438.153010411951,114.546101815593,0.962505027291008,4.51674281107229,8.3960793049677,5.54588375322357,8.79545881028336,1.07463547508412,1.7850834663957,31.8500189370029,171.805717929642,10.717380648956,162.118955603733,19.2872739977291,19.3059506775524,43.0696217401519,5.47996775993552,4.71107744303945,3.64193084341201,3.30606076290047,18.451781451286,1.47768957501864,0.668319201590328,9.81816402574429,93.7459213309907,8.69743726820141,80.6455478917637,7867.15301730716,6.94215619089389,3400.64968187065,6432.23479089902,12.651246180652,5.35519867029042,2269.83048120815,9.03561101515652,4.16394424210065,7.84843338429516,38.3907844750617,183.327766395207,35.8181616164823,143.275749822102,53.3487544998482,10.437487044126,104.028812243842,249.470213348278,38400.9827636428,158.52813744709,1.04195925403907,0.616065952954408,0.482095925393658,0.00208197491043085,38.5586482102519,976.31419939577,1.91899109792285,18.6305475504323,185.249283667622,0.000915439093484419,451.866295264624,0.0881307901907357,173.458445040214,17.0744063324538,0.084490861618799,0.743972,63.3906,0.999912,18.8236,9.03184,0.342663,5.31933,0.623809,23.0001,0.680541,47.8479,0.974824,0.999957,0.999997,378.817,0.999874,1,1,1,1,1,0.99994,0.999952,2.69152,0.989265,0.991305,0.999891,0.992574,0.992724,0.539845,0.999349,18.2935,14.5519,0.999988,0.999995,0.506036,16.9641,0.993527,4.86509,3.1725,0.164737,1.61399,0.384967,3.99201,0.424061,8.78659,0.841914,0.999798,0.999949,3.98564,0.998619,1,1,1,0.999995,0.999855,0.997329,0.999313,0.744185,0.838043,0.866641,0.990824,0.931063,0.933159,0.298705,0.986212,3.10183,2.68757,0.99661,0.998607,0.972829,0.419122,0.658327,0.759001,0.759116,0.970598,0.958924,0.996492,0.981456,0.981466,0.671821,0.995077,0.0226785,0.00772745,0.0011302,0.019893,2.60948e-18,1.1745e-08,2.96202e-06,4.05113e-05,0.000729345,0.00803179,0.0152133,0.0602485,0.626522,0.695414,0.720922,0.591101,0.590158,0.96588,0.321744,0.934286,0.930059,0.616542,0.391394
2886.71875,1076.81755829904,0.0979200208,0.390991253644315,7.08339594290008,19.7735548475193,24.4545084469774,54.3628808864266,74.4423440453686,19363.8525564804,0.467398543184183,0.774470416362308,9.11273051754908,157.733910221741,448.684925305568,133.036667853329,0.996064349324907,4.76100510615426,8.53040766317665,5.68532037294188,9.06258209795459,1.19868610799551,1.80905937001016,32.4005807347557,176.857264321394,11.2025291638075,171.536431331888,23.8667132500655,19.4802626041579,43.503250058736,5.55792051584103,4.78664996212342,3.71419361713464,3.3772837844832,19.1094995720913,1.54325248892592,0.731376526431093,9.87890022206331,94.3147836064398,8.75408466704534,81.198620517462,7921.84914990385,6.99398865162687,3426.03828290692,6482.48859800562,12.7492361304007,5.40211810157005,2292.02779062519,9.11931145568515,4.20717568314868,7.93341192506769,38.7882740148107,185.31946764002,36.1767273535341,145.143454102257,54.0711879599242,10.6215019140145,105.836930325023,252.719310821202,39077.1393472727,161.991034973592,1.07602068748617,0.648313509957665,0.513928722821311,0.00224012187528708,41.6501308600941,979.274924471299,1.92477744807122,18.6876080691643,185.816618911175,0.000918257790368272,453.203342618384,0.0884005449591281,173.98927613941,17.1266490765172,0.0847493472584857,0.938206,0.466136,0.939559,19.5092,4.43688,0.170316,6.34941,0.616309,21.3558,0.617229,46.7351,0.973509,0.999955,0.999997,389.144,0.999932,1,1,1,1,1,0.999945,0.999952,3.15889,0.989277,0.991436,0.999891,0.992857,0.992445,0.469549,0.999327,18.371,14.6149,0.999984,0.999994,0.822227,0.584562,0.775979,4.92936,2.05304,0.0604716,1.82334,0.378681,3.81879,0.36946,8.68491,0.837807,0.999754,0.999934,4.44388,0.998798,1,1,1,0.999995,0.999861,0.997559,0.999317,0.730184,0.838135,0.867633,0.990843,0.932663,0.930253,0.246745,0.984934,3.10989,2.69488,0.995958,0.998341,0.713899,0.231815,0.869695,0.758438,0.75849,0.970358,0.959453,0.996639,0.981358,0.981368,0.673575,0.995319,0.0263043,0.0106516,0.00116809,0.0253562,2.14559e-18,1.16892e-08,2.94501e-06,4.0266e-05,0.000723991,0.00798627,0.0152276,0.0589442,0.626563,0.69572,0.718606,0.589122,0.603815,0.966158,0.348553,0.934249,0.930021,0.642264,0.440687
9886.71875,5743.48422496571,0.0027209728,0.532419825072886,7.62885048835462,1.52207555757852,41.807449623448,80.415512465374,95.3119092627599,22777.6456599287,0.499334027055151,0.800146092037984,9.34443783462225,162.385073012439,459.216840199185,151.527233891064,1.0296236713588,5.00526740123623,8.66473602138561,5.82475699266019,9.32970538562582,1.32273674090691,1.83303527362462,32.9511425325085,181.908810713147,11.687677678659,180.953907060043,28.446152502402,19.6545745307634,43.9368783773201,5.63587327174654,4.86222248120739,3.78645639085727,3.44850680606594,19.7672176928967,1.60881540283321,0.794433851271857,9.93963641838232,94.8836458818889,8.81073206588927,81.7516931431603,7976.54528250053,7.04582111235986,3451.42688394319,6532.74240511222,12.8472260801495,5.44903753284967,2314.22510004223,9.20301189621378,4.25040712419672,8.01839046584023,39.1857635545596,187.311168884833,36.5352930905859,147.011158382413,54.7936214200003,10.8055167839029,107.645048406204,255.968408294126,39753.2959309026,165.453932500094,1.11008212093327,0.680561066960923,0.545761520248964,0.00239826884014331,44.7416135099364,982.235649546828,1.93056379821958,18.7446685878962,186.383954154728,0.000921076487252125,454.540389972145,0.0886702997275204,174.520107238606,17.1788918205805,0.0850078328981723,6.66558,0.962622,0.130679,0.200436,0.841183,0.954144,0.634779,0.866069,0.110221,0.976441,0.305919,0.986417,0.587854,25.9097,717778,59040,0.998942,1,1,1,1,0.999949,0.999952,14262.9,0.989289,1313.34,0.879041,354.083,0.988708,0.584945,0.998746,18.4448,14.6814,0.999885,0.999978,1.60935,0.581212,0.0905279,0.119881,0.500865,0.938082,0.827566,0.359682,0.673711,0.952462,0.202148,0.933833,0.620056,2.75653,2609.27,384.212,0.765943,1,1,0.999995,0.999867,0.997753,0.999322,94.1042,0.838222,41.4368,0.801489,16.7097,0.897469,0.27172,0.965195,3.11759,2.70258,0.988494,0.995303,0.935661,0.38966,0.97121,0.706299,0.706286,0.335847,0.308391,0.990916,0.337824,0.337832,0.491884,0.574365,0.548677,0.402699,0.112389,0.41069,0.0997291,1.7196e-08,2.92825e-06,4.00243e-05,0.000718624,0.0079399,0.0152344,0.495938,0.626603,0.59184,0.571498,0.732822,0.717628,0.937719,0.614446,0.934219,0.929979,0.6811,0.634156
6386.71875,10410.1508916324,0.0227207728,0.673848396501458,8.17430503380917,3.05284478834775,59.1603907999186,106.468144044321,116.181474480151,26191.4387633769,0.531269510926119,0.82582176771366,9.57614515169542,167.036235803137,469.748755092802,170.0177999288,1.0631829933927,5.24952969631819,8.79906437959457,5.9641936123785,9.59682867329705,1.4467873738183,1.85701117723908,33.5017043302613,186.9603571049,12.1728261935104,190.371382788199,33.0255917547384,19.8288864573689,44.3705066959041,5.71382602765205,4.93779500029136,3.85871916457989,3.51972982764867,20.4249358137021,1.67437831674049,0.857491176112621,0.100745229402687,95.452508157338,8.8673794647332,82.3047657688587,8031.24141509722,7.09765357309284,3476.81548497946,6582.99621221882,12.9452160298982,5.49595696412929,2336.42240945927,9.28671233674242,4.29363856524475,8.10336900661276,39.5832530943086,189.302870129647,36.8938588276377,148.878862662569,55.5160548800763,10.9895316537914,109.453166487384,259.21750576705,40429.4525145325,168.916830026595,1.14414355438037,0.71280862396418,0.577594317676616,0.00255641580499954,47.8330961597787,985.196374622357,1.93635014836795,18.8017291066282,186.951289398281,0.000923895184135977,455.877437325905,0.0889400544959128,175.050938337802,17.2311345646438,0.085266318537859,0.682266,0.958241,0.0591514,0.96617,0.668957,0.978661,0.844612,0.91791,0.560194,0.988763,0.998859,0.989451,0.749643,18.889,2086590,2271.82,0.993129,7.11337,12.6716,21.5587,65.9581,139.834,2428.18,39802.3,6720.78,80.7364,0.690746,20.9114,0.994291,1.53895,0.99928,18.5272,14.7424,0.999928,0.999987,0.460739,0.551941,0.00628421,0.790021,0.265466,0.966627,0.912848,0.384926,0.8273,0.972391,0.989693,0.95995,0.413791,5.41411,6801.29,89.4599,0.741864,0.724754,0.731651,1.00122,2.5444,4.59249,40.7465,237.795,66.2422,11.4423,0.616549,4.20084,0.968516,0.647567,0.988386,3.12613,2.70954,0.995217,0.99804,0.951722,0.39467,0.970312,0.727662,0.727638,0.274703,0.231442,0.994375,0.279583,0.279502,0.0568133,0.39426,0.827257,0.472754,0.212736,0.515739,1.64639e-11,9.20164e-09,2.21541e-06,2.74254e-05,0.000390213,0.00363731,0.214804,0.822626,0.226522,0.651322,0.566624,0.800518,0.299785,0.966417,0.221974,0.934182,0.929919,0.314795,0.298498
13386.71875,2632.3731138546,0.0427205728,0.815276967930029,8.71975957926371,4.58361401911698,76.5133319763892,132.520775623269,137.051039697543,29605.2318668252,0.563204994797086,0.851497443389335,9.80785246876859,171.687398593835,480.280669986419,188.508365966536,1.0967423154266,5.49379199140016,8.93339273780352,6.10363023209681,9.86395196096829,1.57083800672969,1.88098708085353,34.0522661280141,192.011903496652,12.6579747083619,199.788858516354,37.6050310070748,1.00479757596162,44.8041350144882,5.79177878355757,5.01336751937533,3.93098193830252,3.59095284923141,21.0826539345075,1.73994123064778,0.920548500953386,0.161481425721706,96.0213704327871,8.92402686357713,82.857838394557,8085.9375476939,7.14948603382583,3502.20408601573,6633.25001932541,13.043205979647,5.54287639540891,2358.61971887631,9.37041277727105,4.33687000629279,8.18834754738529,39.9807426340575,191.29457137446,37.2524245646894,150.746566942724,56.2384883401524,11.1735465236799,111.261284568565,262.466603239974,41105.6090981624,172.379727553097,1.17820498782746,0.745056180967437,0.609427115104269,0.00271456276985577,50.924578809621,988.157099697885,1.94213649851632,18.8587896253602,187.518624641834,0.00092671388101983,457.214484679666,0.0892098092643052,175.581769436997,17.2833773087071,0.0855248041775457,0.528355,0.880888,0.402481,4.91647,0.105217,0.294839,8.13688,0.57549,16.8245,0.465224,16.6303,0.968556,0.982538,0.978268,185.273,6.93387,0.978891,0.906537,0.904209,0.871692,0.693685,0.480402,3.28923,3.89803,11.159,0.711279,0.992315,0.917585,0.992857,0.0852056,0.999328,18.6045,14.8041,0.999971,0.999992,0.324666,0.220421,0.208899,2.17371,0.234268,0.174779,2.15159,0.346295,3.30348,0.254587,3.37133,0.823207,0.905289,0.864863,36.9274,1.91016,0.531186,0.911649,0.911595,0.897979,0.822494,0.727234,0.394367,0.714233,1.40219,0.461233,0.940287,0.766971,0.938402,0.0541911,0.985978,3.13411,2.71674,0.994869,0.997897,0.978372,0.41146,0.969221,0.747652,0.747624,0.967699,0.958833,0.996597,0.98094,0.980953,0.439893,0.995925,0.484492,0.230109,0.0937697,0.21009,0.000966475,1.02089e-08,2.78331e-06,3.62431e-05,0.000530796,0.00494456,0.092889,0.480176,0.120994,0.450046,0.524599,0.626741,0.54206,0.915217,0.293605,0.934141,0.929903,0.573403,0.450144
